# Prompts gerados por LLM a partir de combinações estratificadas
# 504 amostras | 72 por perfil | seed=123
# formato: prompt_id|perfil|include_accommodation|include_meals|prompt
172|A - Natureza & Aventura|False|True|"Olá a todos! Estamos a planear uma viagem de 2 dias a Ponta Delgada, no Azores, com um grupo de 8 pessoas. Temos um orçamento alto, até 1400€, e vamos viajar de carro. Estamos à procura de actividades ao ar livre, trilhos e paisagens naturais, pois todos nos amamos pela natureza e aventura. Vamos também precisar de opções que sejam acessíveis para crianças e pessoas com mobilidade reduzida, pois temos algumas pessoas com essas necessidades no nosso grupo. Além disso, estamos a responsabilizar-nos pela reserva do alojamento, então fic
284|A - Natureza & Aventura|False|True|Estamos a planear uma viagem de 12 dias a Castelo Branco e gostaríamos de saber se alguém tem alguma sugestão de rota para nós. Somos um grupo de três pessoas e nos interessam atividades ao ar livre, como trilhos e desporto, para aproveitar ao máximo a beleza natural da região. Além disso, temos pessoas com mobilidade reduzida no grupo, por isso gostaríamos de saber se há trilhos acessíveis e opções de transporte adequadas. Estamos a planear a nossa viajem para utilizar o transporte público de bus e temos um orçamento de até 680€ por pessoa. G
201|A - Natureza & Aventura|False|False|Estamos a planejar uma viagem de 12 dias a Porto Santo, com um orçamento baixo de até 63€ por pessoa. Vamos a pé, pois gostamos de explorar a natureza e desfrutar das paisagens naturais. O nosso grupo é composto por 4 pessoas, incluindo crianças, então estamos a procurar atividades que sejam divertidas e fáceis de seguir. Durante os nossos dias em Porto Santo, gostaríamos de explorar trilhos, fazer atividades ao ar livre e aproveitar a beleza da ilha.  Pretendemos fazer caminhadas, possivelmente com vistas para o mar, e também queremos desc
38|A - Natureza & Aventura|True|True|Olá!  Estamos a planejar uma viagem de 3 dias para Braga e gostaríamos de saber se alguém tem alguma sugestão de rota. Viajamos sozinho, mas também teremos crianças conosco, então precisamos de atividades que sejam divertidas e seguras para eles.  Gostaríamos de explorar a natureza, fazer trilhos e desportes ao ar livre, e aproveitar as paisagens naturais da região. Além disso, queremos ter opções de atividades que sejam um pouco mais aventureiras para adultos. Queremos ir a pé e temos um orçamento aproximado de
234|A - Natureza & Aventura|True|False|Olá! Estou a planear uma viagem de 4 dias com o meu grupo de amigos e crianças em Portugal. Queremos começar em Santarém e passar por Vila Real, viajando de comboio. Nosso orçamento é médio, até 337€ por pessoa. Vamos a ter tempo para explorar a natureza, fazer trilhos e desporto ao ar livre, com paisagens naturais incríveis. Gostaríamos de saber qual será a melhor rota para aproveitarmos ao máximo esses 4 dias e curtirmos com as crianças. Qual é a sua sugestão para nós?
199|A - Natureza & Aventura|True|False|Olá! Estou a planear uma viagem de 4 dias para Faro com o meu grupo e gostaria de saber quais são as melhores sugestões para explorar a região. Viajamos com crianças e algumas pessoas têm mobilidade reduzida, então é importante que as atividades sejam acessíveis para todos. Estamos a optar pelo comboio como transporte, o que é uma opção muito conveniente. O nosso orçamento aproximado é de até 4050€ para o grupo de 6 pessoas. Gostaríamos de aproveitar a natureza, fazer alguns trilhos e desportos ao ar livre, e admirar as paisagens naturais da reg
9|A - Natureza & Aventura|True|True|Olá! Estou a planear uma viagem para Viseu com o meu grupo durante 2 dias. Temos um orçamento muito alto, até 2250€, e vamos viajar de carro. Queremos explorar a natureza e fazer atividades ao ar livre, como caminhadas e trilhos, mas também vamos considerar as limitações de pessoas com mobilidade reduzida. Além disso, temos crianças no grupo, então vamos precisar de roteiros que sejam seguros e divertidos para elas.  Podem sugerir-me um itinerário que inclua paisagens naturais incríveis, locais históricos interessantes e atividades que
97|A - Natureza & Aventura|False|True|Olá a todos!  Estou a planeiar uma viagem de 4 dias a partir de Leiria e passando por Braga. Estou sozinho, mas viajarei com crianças. Meu orçamento aproximado é de até 350€ e pretendo usar transporte público durante a viagem. Estou a procurar um percurso que combine natureza, aventura e desporto ao ar livre, com trilhos e paisagens naturais fantásticas.  Pretendo caminhar, fazer trilhos e explorar as paisagens locais, mas também quero que as crianças tenham diversão. Estou a procurar sugestões de rota que se
46|A - Natureza & Aventura|True|True|Estamos a planear uma viagem de 10 dias a Guarda e gostaríamos de saber se alguém pode sugerir uma rota para nós. Somos um grupo de 4 pessoas, incluindo crianças e pessoas com mobilidade reduzida, e estamos interessados em explorar a natureza, fazer trilhos e desportos ao ar livre. Está disponível para nos ajudar a criar uma rota que atenda às nossas necessidades e seja divertida para todos. O nosso orçamento é muito alto, até 1500€, e vamos viajar de autocarro. Gostaríamos de saber se há alguma sugestão para explorar as pais
187|A - Natureza & Aventura|True|False|"Olá pessoal! Estamos a planejar uma viagem de 12 dias a Lisboa e estamos à procura de sugestões de rota que sejam compatíveis com o nosso orçamento reduzido (até 9€). Viajamos de carro, o que nos dá a liberdade de explorar a região à nossa vontade. Queremos aproveitar ao máximo a natureza e a aventura que Lisboa tem a oferecer, com trilhos, paisagens naturais e desporto ao ar livre. Mas precisamos de sugestões que sejam acessíveis para todos, incluindo as pessoas do nosso grupo com mobilidade reduzida. Poderíamos
181|A - Natureza & Aventura|True|True|"Olá!  Estamos procurando por sugestões de rota para uma viagem de 2 dias em Portugal. Nossa partida é em Castelo Branco e pretendemos também passar por Viseu. Estamos 10 pessoas e gostaríamos de aproveitar ao máximo a natureza e as atividades ao ar livre. O nosso orçamento é médio-alto, até 625€, e preferimos utilizar transporte público de autocarro. Durante esses dois dias, gostaríamos de explorar trilhos, paisagens naturais e fazer um pouco de aventura. Quais são as suas sugestões de rota para nós? O que podemos visitar e fazer em
118|A - Natureza & Aventura|False|True|Estamos a planear uma viagem de 12 dias, começando em Faro e visitando Porto Santo, Bragança, e estamos interessados em explorar a natureza, praticar desporto ao ar livre e caminhar trilhos. O nosso orçamento é médio, até 250€ por pessoa, e vamos utilizar transportes públicos. Gostaríamos de saber se alguém pode sugerir uma rota para nós, incluindo lugares para dormir por conta própria. Temos 6 pessoas no grupo e estamos ansiosos para aproveitar ao máximo as nossas aventuras ao ar livre durante esta viagem.
208|A - Natureza & Aventura|True|True|"Olá, estou a procurar sugestões de rota para uma viagem de 5 dias em comboio, começando em Funchal e passando por Leiria. Estamos um grupo de 3 pessoas, com crianças, e estamos dispostos a gastar até 1500€. Amamos a natureza, a aventura e desportos ao ar livre, e estamos à procura de trilhos e paisagens naturais incríveis. Gostaríamos de saber se existe alguma sugestão de rota que nos permita explorar as melhores atrações dos dois destinos enquanto levamos em conta as necessidades especiais de viajar com crianças
273|A - Natureza & Aventura|True|False|Olá! Estamos a planear uma viagem de 5 dias desde Angra do Heroísmo até Portalegre, e estamos interessados em atividades ao ar livre, como trilhos e desporto. Nossa bolsa é baixo-média, com cerca de 157€ para dois adultos e, claro, as crianças. Queremos explorar a natureza e paisagens naturais desse lado da Península Ibérica. Poderiam dar algumas sugestões de rota para nós? Algo que inclua trilhos e paisagens naturais, e que seja acessível para viajantes com crianças.
257|A - Natureza & Aventura|False|True|"Olá a todos! Estamos a planejar uma viagem de 5 dias em Portugal, começando em Lisboa e passando por Portalegre. Temos um orçamento alto de até 760€ por pessoa e estamos interessados em explorar a natureza, fazer trilhos e desportes ao ar livre. Alguns de nós têm mobilidade reduzida, por isso estamos procurando rota acessível. Tratamos o alojamento por conta própria, então não precisamos de ajuda nesse sentido. Gostaríamos de saber de sugestões de rota que incluam lugares incríveis, paisagens naturais e atividades ao ar livre que sejam f
316|B - Vida Noturna|False|True|"Olá a todos, estamos a planejar uma viagem de 3 dias a partir de Horta, com destino a Castelo Branco, e estamos a procurar sugestões de rota. Nós somos um grupo de 10 pessoas, com crianças, e estamos à procura de uma experiência divertida e agradável dentro do nosso orçamento muito reduzido (até 14€ por pessoa). Durante os nossos 3 dias, gostaríamos de explorear a vida noturna, provar alguns restaurantes noturnos, visitar bares e shows, e ainda ter tempo para descansar. Além disso, vamos viajar de comboio
433|B - Vida Noturna|False|False|"Olá! Estou a planear uma viagem de 7 dias para Aveiro com uma amiga e estamos a procurar sugestões de rota. Como vamos de comboio e o nosso orçamento é baixo-médio (até 135€), estamos a procurar atividades que se encaixem bem conosco. Nós gostamos muito de vida noturna, bares e música, então ideias para noites animadas são sempre bem-vindas! Além disso, gostaríamos de saber se há algum lugar em Aveiro que seja ótimo para o entretenimento e não custe um dinheiro absurdo. Por fim, visto que
539|B - Vida Noturna|False|True|"Nossa viagem de 14 dias em Leiria vai ser incrível, mas estamos à procura de sugestões para aproveitarmos ao máximo a cidade. Estamos a pensar em visitar bares e restaurantes noturnos, com uma boa música para dançar, mas também queremos aproveitar o entretenimento local. Somos um grupo de 5 pessoas, com um orçamento baixo de até 70€ por pessoa e vamos viajar de autocarro por conta própria. Além disso, temos algumas pessoas com mobilidade reduzida no grupo, então gostaríamos de sugestões de atividades acessíveis e restaurantes com espaços para cadeira de
405|B - Vida Noturna|True|False|"Olá, gostaríamos de saber se alguém pode nos ajudar com uma sugestão de rota turística para uma viagem de 21 dias a partir de Leiria, com destino ao Porto. Somos um grupo de quatro pessoas, com crianças, e estamos dispostas a gastar até 1350€ por pessoa. Preferimos não usar transporte público, então vamos a pé. Nossa ideia é aproveitar a vida noturna, frequentar bares e clubes, e assistir a concertos ao longo da viagem. Alguém pode nos sugerir um plano de itinerário que inclua essas atividades, considerando nosso orçamento e
564|B - Vida Noturna|True|True|Olá! Estamos a planejar uma viagem de 4 dias para Ponta Delgada, Açores, e gostaríamos de saber o que aconselha. Nós somos um grupo de 5 pessoas, com orçamento elevado (cerca de 1900€) e gostamos de vida noturna, bares, música e entretenimento. Além disso, umas das nossas pessoas tem mobilidade reduzida, então gostaríamos de saber se há opções acessíveis para todos. Podem sugerir-nos atividades e restaurantes noturnos que sejam adequados para nós? Nós vamos utilizar transporte público de ônibus.
533|B - Vida Noturna|True|True|Estamos a planejar uma viagem de 3 dias para Viseu, onde iremos desfrutar dos bares, música e entretenimento noturno. Nossa orçamento aproximado é de até 875€, o que nos permite explorar opções mais luxuosas. O transporte será feito a pé, pois queremos explorar o centro da cidade e aproveitar a sua arquitetura histórica sem se preocupar com o estacionamento.  Durante esses 3 dias, gostaríamos de visitar restaurantes noturnos, bares e locais de música ao vivo. Além disso, gostaríamos de explorar o centro histórico de V
376|B - Vida Noturna|False|True|Olá, estou à procura de uma sugestão de rota para uma viagem de 3 dias com o carro. Planeio partir de Angra do Heroísmo e passar por Porto. O orçamento de cada pessoa é muito reduzido, por volta de 4€ por dia. O grupo é composto por adultos e crianças, e há pessoas com mobilidade reduzida, então é preciso que a rota seja acessível e não tenha muitas subidas. Além disso, trataremos o alojamento por conta própria, então não precisamos de recomendações para isso. Durante estes 3 dias, gostaria de aproveitar a
364|B - Vida Noturna|False|True|Olá!  Estou a planear uma viagem de 3 dias para Angra do Heroísmo, em Portugal, e gostaria de saber se alguém pode me ajudar com algumas sugestões de rota. Vou estar sozinho, com orçamento muito alto (até 2400€) e prefiro usar transportes públicos. Além disso, temos pessoas com mobilidade reduzida no grupo e já tratamos o alojamento por conta própria.  Durante estes 3 dias, gostaria de aproveitar a vida noturna da cidade, visitar bares e restaurantes noturnos, e claro, ouvir música ao vivo. Al
560|B - Vida Noturna|True|True|"Olá, estou procurando por uma sugestão de rota para uma viagem de 4 dias com o meu parceiro em Portugal, começando em Coimbra e passando por Faro. Estamos com um orçamento muito alto, até 2750€, e gostaríamos de aproveitar a vida noturna, descobrir bares com música ao vivo, e visitar restaurantes noturnos. Pretendemos usar transporte público de autocarro e estamos ansiosos por descobrir as melhores opções para o nosso grupo. Qual é a sua sugestão de rota para nós? Alguma dica para aproveitar ao máximo a vida noturna em Co
513|B - Vida Noturna|True|True|Olá a todos! Estamos a planejar uma viagem de 10 dias a Ponta Delgada e gostaríamos de saber o que podemos fazer lá! Somos um grupo de 10 pessoas e gostamos de vida noturna, bares, música e entretenimento. Nossos orçamentos estão entre 35 e 37,50€ por pessoa por dia, totalizando cerca de 375€ para o grupo. Nós vamos usar transportes públicos para se locomover pela ilha.  Gostaríamos de saber quais os melhores bares, restaurantes noturnos e hotéis para nos acomodar, bem como quais as dicas para aproveitar ao
479|B - Vida Noturna|True|True|Olá a todos, estou a planeiar uma viagem de 2 dias em Portugal com o meu grupo e gostaria de saber se vocês podem me ajudar. Começamos em Castelo Branco e vamos passar por Lisboa. Estamos com um orçamento baixo-médio, até 75€ por pessoa, e vamos usar o transporte a pé, pois temos crianças no grupo. Durante esses 2 dias, gostaríamos de explorar a vida noturna, visitar bares com música ao vivo e descobrir restaurantes noturnos. Seria ótimo encontrar uma rota que nos permita aproveitar esses momentos em ambas as c
522|B - Vida Noturna|False|True|Olá, estou a procurar algumas sugestões para um grupo de amigos com mobilidade reduzida em 1 dia, começando em Porto e passando por Horta. Nossa orçamento é bastante alto, até 1400€, e vamos a pé pelo caminho. Estamos a procurar vida noturna, bares, música e restaurantes noturnos para preencher os 24 horas. Podem sugerir-nos algumas rotas que sejam acessíveis para pessoas com mobilidade reduzida e que atendam às nossas preferências?  Estamos a tratar o alojamento por conta própria, então não nos preocupa esse detalhe. Estamos
308|B - Vida Noturna|True|False|"Olá! Estamos a planear uma viagem de 14 dias para Setúbal e estamos a procurar sugestões de rota com base nos nossos interesses! Temos um orçamento aproximado de 5400€ e vamos viajar de comboio. O grupo é composto por 5 pessoas com diferentes gostos, mas estamos todos atraídos pela vida noturna, bares, música e entretenimento. Além disso, temos pessoas com mobilidade reduzida no grupo, então gostaríamos de que as sugestões considerassem essa realidade. Não precisamos de sugestões de refeições, então se puderem nos
291|B - Vida Noturna|True|True|"Olá a todos! Estamos a planejar uma viagem de 5 dias ao centro de Portugal e estamos à procura de sugestões de rota. Começamos em Viseu, então queremos explorar também Castelo Branco e Porto Santo, com um enfoque em vida noturna e entretenimento. Nosso orçamento é alto, até 875€ por pessoa, e vamos usar o transporte público de autocarro. Estamos ansiosos por descobrir os melhores bares, restaurantes noturnos e pontos de música da região. Pede-nos, por favor, sugestões de lugares para visitar, eventos a não perder e dicas para aprove
354|B - Vida Noturna|True|False|Olá, estou a procurar sugestões de rota para um grupo de 6 pessoas que vai estar em Funchal durante 7 dias. Estamos com crianças e o nosso orçamento é muito reduzido (até 9€ por pessoa). Durante a nossa estadia, gostaríamos de explorar a vida noturna, os bares e os restaurantes noturnos da cidade, além de aproveitar a música e o entretenimento. Nossa prioridade é usar transportes públicos, pois é mais barato e fácil de usar com crianças. Podemos contar com a sua ajuda para montar uma rota que se adapte às nossas necessidades
519|B - Vida Noturna|True|False|Estamos a planear uma viagem de 9 dias para Viana do Castelo, um destino que promete muito entretenimento! Será uma viagem com um orçamento premium, até 5400€, e vamos explorar tudo a pé, considerando que temos pessoas com mobilidade reduzida no grupo. Durante os nossos dias em Viana do Castelo, gostaríamos de aproveitar a vida noturna, frequentar alguns dos bares mais animados, assistir a concertos e shows, e experimentar restaurantes noturnos incríveis. Além disso, gostaríamos de sugerir uma rota personalizada para o nosso grupo, evitando ru
384|B - Vida Noturna|False|True|"Olá, estou a planear uma viagem de 7 dias a Faro com o meu grupo de amigos (8 pessoas) e gostaríamos de saber algumas sugestões de rota para aproveitar ao máximo a vida noturna, os bares, a música e o entretenimento em Faro. Estamos a viajar em transporte público e o nosso orçamento total é de cerca de 680€ por pessoa. Nós vamos tratar do alojamento por conta própria, então qualquer sugestão de hotel, apartamento ou outra opção de acomodação seria muito bem-vinda. Além disso, gostaríamos de saber quais são os melhores restaurant
296|B - Vida Noturna|True|True|Olá a todos! Estamos a planear uma viagem de 5 dias para Portalegre com o nosso grupo de 6 pessoas e estamos a procurar por sugestões de rota. Estamos com um orçamento aproximado de até 3500€ e vamos utilizar transportes públicos para nos deslocar durante a viagem.  Gostaríamos de aproveitar a vida noturna de Portalegre, visitar bares e restaurantes noturnos, assistir a concertos e shows e ter alguns momentos de entretenimento. Como vamos viajar com crianças, também gostaríamos de saber se há alguma atividade ou lugar que seja acolhedor e adequado
417|B - Vida Noturna|False|False|"Olá a todos, estamos a planear uma viagem de 9 dias para Bragança, um destino que promete ser incrível! Somos um grupo de 5 pessoas, incluindo crianças, então estamos a procurar sugestões que sejam divertidas e adequadas para a nossa idade. Gostaríamos de explorar a vida noturna da cidade, visitar alguns bares e clubes que ofereçam música animada, e aproveitar o entretenimento local. Além disso, estamos a procurar opções de transporte acessíveis, pois vamos viajar de comboio. O nosso orçamento aproximado é de 315€ por pessoa, então estamos a procur
466|B - Vida Noturna|False|False|Olá! Estamos a planear uma viagem de 7 dias para Horta, em Faial, Açores, e gostaríamos de saber se tem alguma sugestão de rota para nós. Temos um grupo de 10 pessoas com vários interesses, incluindo vida noturna, bares, música e entretenimento. O nosso orçamento é alto, até 810€ por pessoa, e vamos usar transportes públicos para nos deslocarmos pela ilha. Alguns membros do grupo têm mobilidade reduzida, então é importante que as sugestões sejam acessíveis para todos. Estamos também a cuidar do alojamento por conta própria
425|B - Vida Noturna|False|False|Olá, estou a planear uma viagem de 5 dias para Portugal e preciso de sugestões de rota que se encaixem nos meus interesses e necessidades. Começará em Lisboa e também passará por Santarém, viajando de ônibus público. O nosso orçamento é médio-alto, até 684€, e estamos a tratar o alojamento por conta própria. Durante esses dias, quero explorar a vida noturna de Lisboa, visitar bares e locais com música ao vivo, assim como encontrar restaurantes noturnos para aproveitar a noite. Como o nosso grupo tem pessoas com mobil
508|B - Vida Noturna|True|True|"Olá, estou a procurar sugestões de rota para uma viagem de 3 dias a Castelo Branco, onde vivemos com crianças. O nosso orçamento aproximado é de até 175€ por pessoa, e vamos deslocar-nos em transportes públicos. Temos interesse em explorar a vida noturna da cidade, como bares e restaurantes noturnos que sejam familiares, pois viajamos com crianças. Além disso, gostaríamos de encontrar locais que ofereçam música e entretenimento, sem que isso seja muito caro. Por favor, sugestões para fazer com uma família de 6 pessoas,
501|B - Vida Noturna|False|True|Estamos a planear uma viagem de 10 dias a Ponta Delgada e gostaríamos de saber quais são as melhores sugestões de rota para nós. Nossa prioridade é a vida noturna, com bares, música e restaurantes noturnos. Somos um grupo de 4 pessoas, incluindo crianças e pessoas com mobilidade reduzida, então precisamos de lugares acessíveis e fáceis de se locomover. Temos um orçamento muito reduzido, até 4€ por pessoa por dia, e vamos tratar o alojamento por conta própria. Gostaríamos de saber quais são as melhores opções de transporte público
286|B - Vida Noturna|True|False|"Olá a todos, estamos a planejar uma viagem de 10 dias para Setúbal com os nossos pequenos e estamos a precisar de algumas sugestões de rota! Somos um grupo de 2 pessoas com crianças pequenas e gostamos de viver o lado noturno de uma cidade, com bares, música e entretenimento. O nosso orçamento é médio, até 337€, e vamos utilizar o transporte público de ônibus. Não precisamos de sugestões de refeições, apenas de atividades e lugares para visitar com as crianças. Por favor, tenham em conta que viajamos com crianças e são bem-vind
341|B - Vida Noturna|False|False|"Olá! Estou a planeiar uma viagem de 7 dias a Beja, em comboio, com um orçamento de até 468€. Gostaria de descobrir a vida noturna da cidade e encontrar bons bares com música ao vivo. Além disso, gostaria de explorar os restaurantes noturnos para um jantar agradável. Viajamos com crianças e, por isso, prefiro sugestões que sejam familiares. Se possível, poderia me dar algumas dicas de rota para aproveitar ao máximo o nosso tempo em Beja? Além disso, gostaria de saber quais os melhores locais para alojar com as
318|B - Vida Noturna|False|True|"Olá! Estou procurando por sugestões de rota para uma viagem de 10 dias em Portugal. Nossa aventura começa em Angra do Heroísmo e passa por Santarém. Somos um grupo de 8 pessoas com um orçamento bastante alto (até 1400€ por pessoa) e estamos dispostos a gastar para aproveitar ao máximo a vida noturna, bares, música e restaurantes noturnos. Queremos aproveitar transportes públicos para explorar diferentes cidades e não temos preocupações com o alojamento, pois trataremos disso por conta própria. Podem me sugerir uma rota que
547|B - Vida Noturna|True|True|Olá, estou a planear uma viagem de 1 dia para Lisboa com o meu grupo e estamos procurando por sugestões de rota. Temos um orçamento muito alto, até 1900€, e vamos viajar de carro. Temos interesses em vida noturna, bares, música, entretenimento e restaurantes noturnos. Além disso, o nosso grupo inclui pessoas com mobilidade reduzida, então é fundamental que as sugestões sejam acessíveis e fáceis de deslocar-se. Poderiam me indicar os melhores lugares para visitar e o que fazer em Lisboa durante o nosso dia?
467|B - Vida Noturna|True|True|Olá! Estamos planeando uma viagem de 3 dias em Portugal e gostaríamos de saber quais são as suas sugestões para nós. Começamos em Lisboa e queremos passar algum tempo também em Évora. Nossa orçamento total é muito alto, até 2250€, então não há limites para nós! Estamos a viajar em transportes públicos, então quais são as suas dicas para nos ajudar a explorar as ruas de Lisboa e Évora sem problemas de mobilidade reduzida. Queremos viver à noite, visitar bares, ouvir música e aproveitar o entretenimento, e claro,
331|B - Vida Noturna|True|False|Olá, estou a planear uma viagem de 7 dias com o meu grupo de amigos e família para Ponta Delgada e Viana do Castelo. Temos crianças e pessoas com mobilidade reduzida, então gostaríamos de sugestões de rotas fáceis de acessar e que possam ser percorridas a pé. O nosso orçamento é médio, até cerca de 337€ por pessoa. Durante a viagem, gostaríamos de explorar a vida noturna, visitar bares e restaurantes noturnos, e descobrir a música local. Poderia sugerir-nos uma rota que nos permita
328|B - Vida Noturna|True|False|Olá, gostaria de saber se pode ajudar-me a planejar uma rota turística por Portugal. Neste verão vamos fazer uma viagem de 9 dias, começando em Faro e passando por Porto. O nosso orçamento é bastante baixo, não ultrapassa os 31€ por pessoa. Nós vamos ao volante! Queremos aproveitar a vida noturna, os bares, a música, o entretenimento... e, claro, visitar os restaurantes noturnos. Infelizmente, temos pessoas com mobilidade reduzida no grupo, então será agradecido se as suas sugestões forem pensadas nessa direcção
507|B - Vida Noturna|True|True|Olá! Estamos a planear uma viagem de 12 dias para Vila Real e precisamos de alguma ajuda. Somos 5 pessoas, incluindo crianças pequenas e algumas pessoas com mobilidade reduzida, então precisamos de sugestões de lugares que sejam acessíveis e divertidos para todos. Estamos procurando por uma vida noturna animada, bares com música ao vivo, restaurantes noturnos e, claro, opções de entretenimento para as crianças. Nosso orçamento é muito reduzido, até 10€ por pessoa, por dia. Somos fãs de andar a pé, então preciso de sugestões de
290|B - Vida Noturna|True|True|"Olá! Estamos a planear uma viagem de 12 dias a Lisboa, e gostaríamos de saber se você pode nos ajudar a criar uma rota turística incrível. Somos um grupo de 6 pessoas que amamos a vida noturna, bares, música e entretenimento, e estamos dispostos a gastar até 1500€ para ter uma experiência sem igual. Além disso, viajamos com crianças e temos pessoas com mobilidade reduzida no grupo, então precisa ser uma rota que atenda às nossas necessidades. Queremos saber se é possível explorar a cidade de comboio, pois não queremos preocupar
323|B - Vida Noturna|False|False|"Olá a todos! Estou a planear uma viagem de 12 dias para Setúbal com o meu grupo de amigos, incluindo algumas crianças. Estamos com um orçamento muito alto, até 2160€, e vamos a pé para aproveitar melhor a paisagem local. Queremos passar nossos dias explorando a vida noturna, frequentando bares e locais com música ao vivo, e, é claro, desfrutar do entretenimento noturno da cidade. Estamos à procura de sugestões de rota para fazer a nossa viagem ainda mais incrível e aproveitar ao máximo os momentos com as crianças. Quais são os seus cons
565|B - Vida Noturna|False|True|Olá a todos! Estou a planejar uma viagem de 12 dias para São Miguel com um grupo de amigos e estamos desesperados por sugestões de rota. Somos uma turma de 4 pessoas e gostamos de viver um pouco a noite, explorar bares e restaurantes noturnos, e aproveitar a música. Além disso, também gostamos de ter alguns dias de paz e tranquilidade para explorar a natureza do ilha. Estamos com um orçamento baixo-médio, de até 150€ por pessoa por dia, e vamos viajar de carro. Além disso, temos pessoas com mobilidade reduzida no grupo,
492|B - Vida Noturna|True|True|"Olá, estou aqui para pedir ajuda para uma viagem de 12 dias com o meu grupo de amigos e familiares! Partimos de Viana do Castelo e passaremos por Vila Real. Estamos a planejar uma aventura que combine vida noturna, bares, música, entretenimento e restaurantes noturnos, sem esquecer de incluir algumas atividades para as crianças. O nosso orçamento é alto, até 875€, e vamos a pé. Queremos explorar a região, descobrir os melhores lugares escondidos e aproveitar ao máximo o tempo disponível. Seria incrível encontrar sugestões de rota que incl
300|B - Vida Noturna|False|True|"Olá a todos! Estamos a planear uma viagem de 14 dias por Portugal e estamos a procurar sugestões de rota para um grupo de 4 pessoas. Começamos em Beja e também vamos passar por Funchal. Nós nos gostamos de vida noturna, bares, música e restaurantes noturnos, então estamos à procura de lugares divertidos para visitar e explorar. O nosso orçamento é baixo, até 70€ por pessoa, e vamos utilizar o transporte público de ônibus. Além disso, vamos tratar o alojamento por conta própria. Poderiamos ter algumas sugestões de rota para
451|B - Vida Noturna|True|True|Olá! Estou a planejar uma viagem de 5 dias para Portugal com o meu grupo de amigos e estamos procurando por sugestões de rota. Começamos em Lisboa e vamos passar também por Leiria. Nós temos um orçamento muito alto, até 1500€ por pessoa, e vamos utilizar transportes públicos. Alguns dos meus amigos têm mobilidade reduzida, então precisamos de sugestões de lugares acessíveis e com transporte adequado.  Nós gostamos muito de vida noturna, bares, música e entretenimento, e estamos à procura de restaurantes noturnos e bares com música ao vivo. Além dis
420|B - Vida Noturna|True|False|"Olá a todos! Estamos a planear uma viagem de 1 dia a Funchal, com um orçamento aproximado de 5400€ e vamos partir de carro. Nós somos um grupo de 5 pessoas, incluindo crianças, e estamos à procura de atividades que combinem vida noturna, bares, música e entretenimento. Nós gostaríamos de saber quais são as melhores opções de lugares para visitar, bares e restaurantes noturnos para que possamos aproveitar ao máximo a nossa estadia em Funchal. Algumas sugestões de rota para nós, por favor?"
527|B - Vida Noturna|False|True|"Olá! Estamos a planear uma viagem de 7 dias para Ponta Delgada e precisamos de ajudar! Será que algum dos senhores pode sugerir uma rota para nós? Temos um orçamento aproximado de 440€ por pessoa e vamos viajar de carro. O nosso grupo é de 8 pessoas e gostamos de vida noturna, bares e música. Além disso, temos algumas pessoas com mobilidade reduzida no grupo, então uma rota acessível seria ideal. Já tratamos o alojamento por conta própria, então só precisamos de sugestões de locais para visitar, restaurantes noturnos e lugares para
302|B - Vida Noturna|False|False|"Olá! Estou a planejar uma viagem de 10 dias para Porto e estou a procurar sugestões de rota para o nosso grupo de amigos. Nós somos 8 pessoas e gostaríamos de explorar a vida noturna da cidade, visitar bares e lugares com música ao vivo, e aproveitar o entretenimento que Porto tem para oferecer. Como vamos a pé, estamos a procurar opções que estejam próximas uns dos outros. O nosso orçamento é médio, até 396€ por pessoa, portanto gostaríamos de encontrar opções que sejam acessíveis e divertidas. Tratamos o alojamento por conta
457|B - Vida Noturna|False|False|Estou a planeiar uma viagem de 10 dias a Portalegre e gostaria de saber se alguém pode me ajudar a organizar a minha estadia. Estou a caminho sozinho e o meu orçamento é médio, até 225€. Como adoro a vida noturna e a música, gostaria de saber se há algum lugar recomendado para ir para ouvir música ao vivo, visitar bares e restaurantes noturnos. Estou disposto a explorar o centro da cidade a pé, então não preciso de sugestões de transporte. Por favor, me dê algumas dicas de rota para os meus 10 dias em Portale
498|B - Vida Noturna|False|False|"Olá! Estamos planeando uma viagem de 5 dias a partir de Vila Real e acabamos por passar também por Portalegre. Temos cerca de 540€ disponíveis para o grupo. Viajamos com crianças e também pessoas com mobilidade reduzida, então gostaríamos de saber se existem opções de transporte acessíveis e locais acessíveis. Além disso, estamos interessados em vida noturna, bares, música e entretenimento. Gostaríamos de saber quais são as melhores opções para nós durante a nossa estadia. Por favor, sugestões de rota e passeios para nós!"
